,Id,Probability
0,3636,0.550867510467
1,3637,0.881630125987
2,3638,0.382144917576
3,3639,0.964593177952
4,3640,0.879181328944
5,3641,0.307887382201
6,3642,0.88140980879
7,3643,0.436062322469
8,3644,0.803346214643
9,3645,0.781292781027
10,3646,0.358324305834
11,3647,0.229088475674
12,3648,0.844681214359
13,3649,0.912633722987
14,3650,0.861994188171
15,3651,0.924693475122
16,3652,0.98513601317
17,3653,0.860911544403
18,3654,0.923019174844
19,3655,0.426055526541
20,3656,0.60079371816
21,3657,0.175808577805
22,3658,0.886058862069
23,3659,0.940714523421
24,3660,0.578192349309
25,3661,0.966185170705
26,3662,0.576276651752
27,3663,0.951573486465
28,3664,0.883387264755
29,3665,0.845134259091
30,3666,0.870078925489
31,3667,0.940016682912
32,3668,0.183671182021
33,3669,0.974329318691
34,3670,0.215323359362
35,3671,0.595715497683
36,3672,0.798371322565
37,3673,0.277413078931
38,3674,0.976166692797
39,3675,0.292080987278
40,3676,0.3425282691
41,3677,0.483925270975
42,3678,0.186735561533
43,3679,0.912774340117
44,3680,0.431387410516
45,3681,0.695932162458
46,3682,0.866935317168
47,3683,0.915090550636
48,3684,0.982547227624
49,3685,0.54862140467
50,3686,0.860863986526
51,3687,0.595496396401
52,3688,0.994809518357
53,3689,0.522915207439
54,3690,0.852841921946
55,3691,0.986039982825
56,3692,0.683377327512
57,3693,0.932655497014
58,3694,0.53643191255
59,3695,0.265608599463
60,3696,0.313910138872
61,3697,0.684976772901
62,3698,0.533213211923
63,3699,0.653750918218
64,3700,0.893625520079
65,3701,0.872132039865
66,3702,0.646367089732
67,3703,0.116809001565
68,3704,0.543204271733
69,3705,0.674745510732
70,3706,0.852895894328
71,3707,0.770897655654
72,3708,0.161825553797
73,3709,0.962276191044
74,3710,0.973480510498
75,3711,0.503340094772
76,3712,0.437237603698
77,3713,0.230341631396
78,3714,0.989935831338
79,3715,0.400272402894
80,3716,0.866026634818
81,3717,0.515214907926
82,3718,0.98315408403
83,3719,0.946544135128
84,3720,0.961647905301
85,3721,0.969478342842
86,3722,0.898866520951
87,3723,0.86364873356
88,3724,0.831480257808
89,3725,0.909406574051
90,3726,0.457336590884
91,3727,0.950979195392
92,3728,0.373199584478
93,3729,0.423961450475
94,3730,0.287506391734
95,3731,0.918692708674
96,3732,0.445460957446
97,3733,0.783389519185
98,3734,0.635805129803
99,3735,0.319726750991
100,3736,0.905232647235
101,3737,0.6273870156
102,3738,0.169906281361
103,3739,0.514761056974
104,3740,0.721093878733
105,3741,0.295193175648
106,3742,0.174656869475
107,3743,0.42559047813
108,3744,0.718901315267
109,3745,0.955990207756
110,3746,0.891214233638
111,3747,0.467744914643
112,3748,0.967477889854
113,3749,0.861766545998
114,3750,0.510168805417
115,3751,0.980864644417
116,3752,0.884211751083
117,3753,0.580789110637
118,3754,0.932128261998
119,3755,0.863807208568
120,3756,0.987117521765
121,3757,0.510961720993
122,3758,0.275698136735
123,3759,0.632044442935
124,3760,0.809620594887
125,3761,0.905647317304
126,3762,0.947223639168
127,3763,0.152452253012
128,3764,0.26896854697
129,3765,0.932471817747
130,3766,0.228648535649
131,3767,0.497901000288
132,3768,0.298705415546
133,3769,0.983076129606
134,3770,0.168608229681
135,3771,0.687504031373
136,3772,0.747188829153
137,3773,0.73250663044
138,3774,0.746003155829
139,3775,0.991531353259
140,3776,0.681008754917
141,3777,0.536094606065
142,3778,0.373906121385
143,3779,0.582465910349
144,3780,0.635749481638
145,3781,0.695552193702
146,3782,0.991425403258
147,3783,0.543204642269
148,3784,0.873198035295
149,3785,0.942790573363
150,3786,0.976948100633
151,3787,0.19725957056
152,3788,0.366870743724
153,3789,0.729217056098
154,3790,0.553726928549
155,3791,0.822287658368
156,3792,0.991251831376
157,3793,0.122336350836
158,3794,0.547906697836
159,3795,0.549773697915
160,3796,0.926783030747
161,3797,0.219295882648
162,3798,0.875291318112
163,3799,0.601028895336
164,3800,0.986814370942
165,3801,0.871495604086
166,3802,0.930315671358
167,3803,0.991765930387
168,3804,0.664595326334
169,3805,0.945104833856
170,3806,0.970168679913
171,3807,0.887238961598
172,3808,0.467261748012
173,3809,0.531749615537
174,3810,0.8024236079
175,3811,0.558716934398
176,3812,0.844030405587
177,3813,0.914104066923
178,3814,0.843302480699
179,3815,0.322406030991
180,3816,0.60079371816
181,3817,0.944077027966
182,3818,0.822945141938
183,3819,0.338750214962
184,3820,0.969500137463
185,3821,0.12978289136
186,3822,0.310508844718
187,3823,0.989061217912
188,3824,0.6066228106
189,3825,0.828514446054
190,3826,0.31762019832
191,3827,0.260770957463
192,3828,0.605996136789
193,3829,0.270469079708
194,3830,0.718621000523
195,3831,0.282764483147
196,3832,0.843444648877
197,3833,0.884383819892
198,3834,0.937516110747
199,3835,0.915365671127
200,3836,0.284353727712
201,3837,0.994167297666
202,3838,0.678357318563
203,3839,0.875950274805
204,3840,0.903112224278
205,3841,0.83197869868
206,3842,0.909666007223
207,3843,0.938699561265
208,3844,0.493357381041
209,3845,0.86723774532
210,3846,0.172855089931
211,3847,0.946983542769
212,3848,0.265371590577
213,3849,0.965533210771
214,3850,0.643942664098
215,3851,0.735646344639
216,3852,0.932798995771
217,3853,0.444829647625
218,3854,0.503442237911
219,3855,0.938848518163
220,3856,0.542843597884
221,3857,0.950404552731
222,3858,0.970599876379
223,3859,0.90740061368
224,3860,0.853677440223
225,3861,0.279639801372
226,3862,0.837735322012
227,3863,0.639362828569
228,3864,0.843121009015
229,3865,0.66609606088
230,3866,0.954502858416
231,3867,0.343289312019
232,3868,0.52900781167
233,3869,0.840729246416
234,3870,0.924722951463
235,3871,0.597068759391
236,3872,0.689192272205
237,3873,0.839234391397
238,3874,0.588633565835
239,3875,0.978598675032
240,3876,0.601570855873
241,3877,0.962825915482
242,3878,0.811869510388
243,3879,0.282185718145
244,3880,0.752233715632
245,3881,0.55804403217
246,3882,0.987492873829
247,3883,0.935161797439
248,3884,0.602928053203
249,3885,0.364289711254
250,3886,0.993447837919
251,3887,0.288146271721
252,3888,0.240865218244
253,3889,0.801694231314
254,3890,0.592694055989
255,3891,0.992025377228
256,3892,0.545347708309
257,3893,0.882967797928
258,3894,0.79344711879
259,3895,0.935275517081
260,3896,0.118478043528
261,3897,0.966199497771
262,3898,0.947387118841
263,3899,0.847991228136
264,3900,0.11847803895
265,3901,0.922450260433
266,3902,0.95785668522
267,3903,0.663197169478
268,3904,0.992161398959
269,3905,0.835685706755
270,3906,0.676838836841
271,3907,0.992511395717
272,3908,0.971530186963
273,3909,0.47405667283
274,3910,0.990745426853
275,3911,0.886704963149
276,3912,0.0654920628716
277,3913,0.940547544957
278,3914,0.963729200713
279,3915,0.874618849091
280,3916,0.984409818589
281,3917,0.155849154995
282,3918,0.91178001669
283,3919,0.768553294973
284,3920,0.787111754004
285,3921,0.586131839604
286,3922,0.729381905292
287,3923,0.974158510139
288,3924,0.409882758288
289,3925,0.63108083204
290,3926,0.926224045056
291,3927,0.931315844526
292,3928,0.672590646083
293,3929,0.529747699376
294,3930,0.738857675686
295,3931,0.603818940825
296,3932,0.955791335308
297,3933,0.981755246812
298,3934,0.888653079365
299,3935,0.993921119458
300,3936,0.888947643576
301,3937,0.133015661216
302,3938,0.844669991091
303,3939,0.973450344344
304,3940,0.482206599436
305,3941,0.457626690981
306,3942,0.20712707986
307,3943,0.977898316477
308,3944,0.877669853878
309,3945,0.134010264876
310,3946,0.62557511129
311,3947,0.614307533107
312,3948,0.862332617122
313,3949,0.894189923155
314,3950,0.854885659965
315,3951,0.703709629478
316,3952,0.866847261921
317,3953,0.899120648088
318,3954,0.784609740202
319,3955,0.960710506643
320,3956,0.981532756163
321,3957,0.602217181038
322,3958,0.895104157097
323,3959,0.348491903946
324,3960,0.983799385981
325,3961,0.382087803744
326,3962,0.931870128727
327,3963,0.337415490622
328,3964,0.72435956089
329,3965,0.63223040183
330,3966,0.337183490236
331,3967,0.682755224591
332,3968,0.982904357413
333,3969,0.848361455446
334,3970,0.947952251042
335,3971,0.539463755197
336,3972,0.957032561197
337,3973,0.864471353307
338,3974,0.851028807257
339,3975,0.784414203688
340,3976,0.364197930731
341,3977,0.180346880221
342,3978,0.744989942505
343,3979,0.907433452495
344,3980,0.609328693547
345,3981,0.191496960024
346,3982,0.0966631691905
347,3983,0.696280138251
348,3984,0.830205371792
349,3985,0.135783927558
350,3986,0.914607375952
351,3987,0.995933744976
352,3988,0.062556420369
353,3989,0.741818522515
354,3990,0.755954360854
355,3991,0.374297628671
356,3992,0.431813482245
357,3993,0.676292504204
358,3994,0.465160022307
359,3995,0.890524790453
360,3996,0.830653340031
361,3997,0.538530784693
362,3998,0.995051452771
363,3999,0.62675089559
364,4000,0.936102831433
365,4001,0.613270171039
366,4002,0.956358949128
367,4003,0.974606421636
368,4004,0.456275011794
369,4005,0.559770972724
370,4006,0.949932420478
371,4007,0.772276588121
372,4008,0.614502518531
373,4009,0.91275647087
374,4010,0.853687533887
375,4011,0.933678896912
376,4012,0.16978278166
377,4013,0.653199519966
378,4014,0.659989171988
